Crop,Year,Mean_Temp_Max,Mean_Temp_Min,Total_Rainfall,Avg_Humidity,Avg_Wind_Speed,pH,N_kg_ha,P_kg_ha,K_kg_ha,Organic_Matter,Soil_Texture,Bulk_Density,Rainfall_Adequacy_Index,Irrigation_Available,Water_Table_Depth,Runoff_Index,source
Groundnut,2014,31.439746711013797,19.362836987025986,1074.16,60.59267022412277,2.162766981358262,5.84695667597241,59.236996388988615,28.630634760810636,60.576421308757375,1.5699128009930632,Sandy Loam,1.4106202758403774,0.5199407486454746,0,4.7571585475761085,0.33801073375017937,tvae
Soyabean,2011,31.335763434395833,18.801731430890637,1172.61,59.82156119447922,2.168359124603994,6.068045127169279,84.21251144667933,34.84911178774177,85.21733996826511,2.755095118754574,Sandy Loam,1.319774730131755,0.5822926524473437,1,3.4036373935935513,0.4090325818848587,tvae
Sorghum,2011,31.260830806036612,18.61488646716387,1109.15,60.34478283456312,2.172236597387361,5.986333508506021,77.85777021088576,24.8305575081787,44.570637183341574,2.140939104588073,Sandy Loam,1.3635293402357347,0.4667602969351669,0,4.543350012353083,0.4321414086978013,tvae
Yam,2013,31.42195286513251,19.370248197849282,1117.84,66.97014593516533,2.0642463623074327,6.2475768715933535,85.57108318422073,26.857938167358526,80.58555811786775,2.613206333986599,Loamy,1.2981370853650482,0.608066493006125,1,3.116836616204322,0.4609329713039778,tvae
Tomato,2016,31.53560354414419,19.61595429903034,1330.48,66.6551974791689,2.0586119874536775,6.452665242906315,110.47789086507218,31.958868462192306,96.89319950592369,2.491152184030543,Loamy,1.3350903758239534,0.6365550827310368,1,2.8449459904992223,0.47647590184630373,tvae
Sorghum,2014,31.507299636223312,19.51120062502828,1029.99,60.023243575500935,2.0385445882927264,6.1580648523883434,77.56198632502712,31.121268337259263,61.631275137145536,2.2708910477993642,Sandy Loam,1.3972792298348675,0.6199515714585322,0,3.984711698232636,0.3796925173446186,tvae
Soyabean,2011,31.293747340167936,18.675451169507877,1295.87,61.09878710429064,2.1722196697191656,5.947417756803787,77.50756530429463,36.657610196065946,54.191222379165886,2.481673642451308,Sandy Loam,1.3271140792964462,0.5852863397507888,0,4.005657995111982,0.32474577262215953,tvae
Sorghum,2014,31.429617698189748,19.376857461883546,1064.91,59.981485013056734,2.083127624970538,6.481158826317329,85.85889221811252,35.5050657064016,63.17729183909112,2.5537881125265782,Sandy Loam,1.3576376493343763,0.5825319369969062,0,3.3296094255475044,0.4097740830662535,tvae
Rice,2014,31.59843350664716,19.624356164383563,1106.29,59.944539148782304,2.127186862995548,6.28967097318639,117.01468696612751,34.018839706141414,87.59523909386894,3.3468146771540455,Clay Loam,1.2057844815094478,0.7102895188572707,1,2.2213586168069512,0.8240752346328653,tvae
Soyabean,2016,31.351343103593198,18.89010093460009,1120.25,60.390707182732285,2.082109708907349,5.848637302305049,67.41702621414797,31.63958851277574,69.63804717846077,2.6705208584425133,Sandy Loam,1.2698314915198825,0.6064687526091881,0,3.5113941643904623,0.34807771195554504,tvae
Sorghum,2016,30.268791346028415,19.088697020150597,1105.91,60.08779590395977,2.057674000452386,6.04434563804111,56.59502646397172,22.120014304478175,52.212356681419955,2.381067639118571,Sandy Loam,1.3462897201135746,0.44930541835315907,0,2.821510488517035,0.48105088238320076,tvae
Ginger,2014,31.60410958904109,19.624356164383563,985.0,59.572808521108755,2.0616767077523175,5.855816080400737,76.43008552016624,32.24206636044356,60.09742056171518,2.273061366785685,Clay Loam,1.3187889270321038,0.6865179178214054,1,3.0076145578211997,0.5045112233200786,tvae
Onion,2016,30.278661013922772,18.8490113772897,1657.74,66.2851640591395,2.065245394962767,6.1298074262968445,79.05439129692184,37.989606055754344,71.41063412416102,2.8510403419188157,Sandy Loam,1.424906940616428,0.6336664853844262,1,3.631734029958249,0.4878208556260151,tvae
Onion,2021,29.551456983317504,18.557123287671235,2435.83,67.67083334343066,2.205780537844719,6.129856409534907,72.29761897745662,31.079788230827713,85.03462892823134,2.481109501593349,Sandy Loam,1.3710958474797859,0.7065326042189938,0,3.6774337828452808,0.33127067671280686,tvae
Cowpea,2014,31.43086911886223,19.02551012177398,1157.4,59.93660554773142,2.09975102886377,6.250271831915463,87.56493499112558,29.935835550857213,62.50445031386743,2.215105347191308,Sandy Loam,1.4002815648175166,0.49524242206535407,0,2.948849314798109,0.4136973706906135,tvae
Sugar Cane,2011,31.348913362933864,18.824067374456195,1265.13,60.05575128791382,2.15759277475814,6.182260041600254,126.8253126459629,42.829233218297034,110.89451841091629,2.505695915016685,Loamy,1.3831528064072702,0.5520695625485026,1,2.5935629619210783,0.570321878800694,tvae
Sorghum,2021,29.528132399609177,18.767706955906704,2307.58,68.0644202180229,2.1686088938888597,6.196893639012038,82.69946566112728,31.631470895498026,76.37114207276284,2.0236049668361087,Sandy Loam,1.3567126184467309,0.5286857507535597,1,3.360658155863936,0.44242704124775606,tvae
Sweet Potato,2015,31.241091304279486,18.92246633414486,1219.66,59.17032223959306,2.3280091180335125,5.817135812087917,110.25055920401205,31.938986555537443,80.50805425382993,2.1339287911444984,Sandy Loam,1.330665166478613,0.4882085042039311,0,3.4397243112209828,0.379015063933622,tvae
Tomato,2014,31.39107600158032,19.323978155880404,1307.69,65.81737503468734,2.057846310557639,6.554710164442213,68.07897759246663,34.19699011271012,101.1700714354312,2.7095295220191384,Loamy,1.2857544842860742,0.4844702837307142,1,3.0562722716821122,0.4428308046397529,tvae
Soyabean,2021,29.559408240791193,18.802638336446808,2435.83,68.36027356108698,2.1084281324528935,6.172024621495254,78.37974244826,30.9970531057741,71.96938944309063,1.9497198183063462,Sandy Loam,1.3990237096719238,0.6092442841532476,0,3.6081216913859713,0.42294885486156514,tvae
Maize,2011,31.36331422810443,18.84411854471919,1004.11,59.957458776188986,2.1551609964326977,6.138442921927785,100.49588713824109,36.56745320847352,84.39210103196162,2.6221847592132748,Loamy,1.329087894892657,0.7702856715955114,1,3.5585866394003944,0.5859378213728574,tvae
Sorghum,2016,29.711673330843425,18.753106047062207,1481.17,66.23700021014325,2.0883118588769456,6.158444419789935,62.71928861898885,27.443953979515324,54.09434252631379,1.9430944572109354,Sandy Loam,1.3746933969780482,0.5015683639386784,0,3.4802958290457116,0.4179203970810207,tvae
Maize,2014,31.525174248230133,19.6033638153274,1146.72,60.15641886502032,2.086276530187626,6.216304714534567,74.99692276688478,24.516028911039946,78.88351079367727,2.478705730076397,Sandy Loam,1.3704664602638892,0.6473852948406846,1,2.164308431317364,0.4358282986628249,tvae
Sorghum,2016,30.362234307702867,18.939766894531513,1214.72,64.20970694637587,2.1476242148488334,6.108729465961139,85.8265396097934,33.051387664117556,82.28254437916239,1.7512888995429707,Sandy Loam,1.411738083836127,0.6699725575972572,1,4.146526447027929,0.3440011643897545,tvae
Cocoyam,2015,31.1672485538105,19.042463606287477,1237.23,60.09786756745152,2.161628282977311,6.319234869648854,121.2781020551896,36.91113920181365,96.70627650480483,2.4696713974157984,Sandy Loam,1.3096138632375915,0.5388200400904001,0,2.360673014855996,0.4513589259438277,tvae
Tomato,2015,31.374264274385563,19.39539217847229,1039.44,59.81775433335258,2.157869986638027,6.362988217261712,95.17410349843313,34.426851393068034,91.40319154783602,2.7211731467586584,Clay Loam,1.2791827056943095,0.6776720070838738,1,3.2938167092278117,0.6122534255117125,tvae
Cassava,2015,31.325927590358287,18.956091762462762,1334.78,59.481045347726756,2.308978777071285,6.082138538934225,76.5237166671893,34.65436758705215,95.91672468869993,2.7767229304743877,Loamy,1.4102943961534855,0.45361976108340707,0,3.2828293547968093,0.3538146195022514,tvae
Sorghum,2016,31.389528178242397,18.94744260521481,1319.06,59.78009999634926,2.061122423284247,6.218527180322158,84.92345942925124,37.605461862474286,57.06748558150671,2.042484325723967,Sandy Loam,1.3096408968596018,0.44803634419807153,1,3.205351635186244,0.3357615206731467,tvae
Cowpea,2021,29.678202730642255,18.693612864846056,2435.83,68.8909939310911,2.1812648135282426,5.889317923365859,73.71905446458047,33.75161796511582,64.52838161661745,2.9303012443431737,Sandy Loam,1.3263761095072215,0.6008703750984052,0,3.235850941650336,0.34052316649220304,tvae
Ginger,2021,29.51841095890411,18.557123287671235,2435.83,69.48016948161333,2.174726096242639,5.748680060636562,84.99813603041913,36.94207440002148,77.28526122824509,2.7864923962667696,Clay Loam,1.2152626476402264,0.6427850746340382,1,2.2956900791754866,0.6386999867278029,tvae
